"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"01","61143","6056865",,2016,7,"B",42,"36",36,8,"1",16,"13","2565.5","23","31","54","15","31","13","38","15","46","31","46","23","23","62","15","8","69","23"
"01","61143","6056865",,2016,7,"B",42,"36",36,13,"1",42,"36","","25","33","58","19","22","36","31","39","31","33","44","22","22","64","14","33","53","14"
"01","61143","6056865",,2016,7,"B",42,"36",36,13,"2",42,"36","","19","19","39","31","31","36","28","28","44","22","44","33","19","56","25","0","0","0"
"01","61143","6056865",,2016,8,"B",53,"49",49,6,"1",13,"13","2577.6","31","38","69","15","15","13","38","31","31","62","23","15","31","54","15","54","46","0"
"01","61143","6056865",,2016,8,"B",53,"49",49,6,"2",13,"13","2584.3","38","31","69","23","8","13","46","38","15","23","54","23","46","46","8","0","0","0"
"01","61143","6056865",,2016,8,"B",53,"49",49,7,"2",27,"24","2558.2","13","38","50","33","17","24","25","54","21","17","71","13","33","58","8","0","0","0"
"01","61143","6056865",,2016,8,"B",53,"49",49,7,"1",27,"24","2541.3","4","50","54","17","29","24","17","46","38","29","42","29","21","67","13","13","75","13"
"01","61143","6056865",,2016,8,"B",53,"49",49,8,"1",13,"12","2570.6","8","42","50","42","8","12","17","58","25","8","92","0","17","75","8","8","83","8"
"01","61143","6056865",,2016,8,"B",53,"49",49,8,"2",13,"12","2549.6","0","25","25","50","25","12","8","58","33","0","92","8","0","83","17","0","0","0"
"01","61143","6056865",,2016,8,"B",53,"49",49,13,"2",53,"49","","16","33","49","35","16","49","27","51","22","14","71","14","29","61","10","0","0","0"
"01","61143","6056865",,2016,8,"B",53,"49",49,13,"1",53,"49","","12","45","57","22","20","49","22","45","33","33","49","18","22","65","12","22","69","8"
"01","61143","6056865",,2016,31,"B",266,"251",249,6,"1",79,"76","2505.3","8","32","39","33","28","76","11","42","47","20","42","38","14","71","14","24","64","12"
"01","61143","6056865",,2016,31,"B",266,"249",246,6,"2",79,"76","2493.6","12","18","30","30","39","76","14","29","57","11","47","42","17","54","29","0","0","0"
"01","61143","6056865",,2016,31,"B",266,"249",246,7,"2",93,"88","2489.9","10","21","31","23","45","86","15","35","49","16","41","43","18","44","39","0","0","0"
"01","61143","6056865",,2016,31,"B",266,"251",249,7,"1",93,"88","2509.8","7","28","34","25","40","87","14","40","47","19","45","36","8","70","22","16","58","26"
"01","61143","6056865",,2016,31,"B",266,"251",249,8,"1",94,"87","2516.5","6","26","31","31","37","86","10","45","44","15","45","40","10","62","28","10","58","31"
"01","61143","6056865",,2016,31,"B",266,"249",246,8,"2",94,"85","2495.1","6","11","17","27","56","84","8","31","61","7","48","45","4","52","44","0","0","0"
"01","61143","6056865",,2016,31,"B",266,"249",246,13,"2",266,"249","","9","17","26","27","47","246","13","32","56","11","45","43","13","50","38","0","0","0"
"01","61143","6056865",,2016,31,"B",266,"251",249,13,"1",266,"251","","7","28","35","30","35","249","12","42","46","18","44","38","11","67","22","17","60","23"
"01","61143","6056865",,2016,74,"B",117,"108",107,6,"2",31,"30","2457.4","7","10","17","33","50","30","3","30","67","3","47","50","13","43","43","0","0","0"
"01","61143","6056865",,2016,74,"B",117,"110",109,6,"1",31,"30","2477.4","3","27","30","37","33","30","3","40","57","7","43","50","7","80","13","20","63","17"
"01","61143","6056865",,2016,74,"B",117,"110",109,7,"1",37,"36","2488.5","0","22","22","28","50","36","3","39","58","14","53","33","6","72","22","8","47","44"
"01","61143","6056865",,2016,74,"B",117,"108",107,7,"2",37,"36","2448.1","3","8","11","36","53","36","9","34","57","3","42","56","3","49","49","0","0","0"
"01","61143","6056865",,2016,74,"B",117,"108",107,8,"2",49,"42","2457.1","0","5","5","29","66","41","0","24","76","0","41","59","0","44","56","0","0","0"
"01","61143","6056865",,2016,74,"B",117,"110",109,8,"1",49,"44","2470.3","0","14","14","33","53","43","0","42","58","2","36","62","2","60","37","2","56","42"
"01","61143","6056865",,2016,74,"B",117,"110",109,13,"1",117,"110","","1","20","21","32","47","109","2","40","58","7","44","49","5","70","26","9","55","36"
"01","61143","6056865",,2016,74,"B",117,"108",107,13,"2",117,"108","","3","7","10","33","57","107","4","29","67","2","43","55","5","45","50","0","0","0"
"01","61143","6056865",,2016,76,"B",57,"51",51,6,"1",15,"14","2555.2","21","43","64","14","21","14","29","43","29","50","21","29","21","64","14","43","57","0"
"01","61143","6056865",,2016,76,"B",57,"51",50,6,"2",15,"14","2599.1","43","21","64","29","7","14","50","29","21","36","50","14","50","43","7","0","0","0"
"01","61143","6056865",,2016,76,"B",57,"51",50,7,"2",26,"23","2568.5","17","30","48","39","13","23","30","48","22","26","65","9","26","57","17","0","0","0"
"01","61143","6056865",,2016,76,"B",57,"51",51,7,"1",26,"23","2564.5","17","39","57","30","13","23","30","48","22","22","61","17","9","83","9","35","61","4"
"01","61143","6056865",,2016,76,"B",57,"51",51,8,"1",16,"14","2590.2","14","36","50","43","7","14","36","50","14","36","43","21","29","71","0","21","79","0"
"01","61143","6056865",,2016,76,"B",57,"51",50,8,"2",16,"14","2580.9","15","31","46","23","31","13","23","54","23","15","62","23","15","69","15","0","0","0"
"01","61143","6056865",,2016,76,"B",57,"51",50,13,"2",57,"51","","24","28","52","32","16","50","34","44","22","26","60","14","30","56","14","0","0","0"
"01","61143","6056865",,2016,76,"B",57,"51",51,13,"1",57,"51","","18","39","57","29","14","51","31","47","22","33","45","22","18","75","8","33","65","2"
"01","61143","6056865",,2016,77,"B",4,"4",4,6,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,77,"B",4,"4",4,6,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,77,"B",4,"4",4,7,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,77,"B",4,"4",4,7,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,77,"B",4,"4",4,8,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,77,"B",4,"4",4,8,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,77,"B",4,"4",4,13,"2",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,77,"B",4,"4",4,13,"1",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,78,"B",100,"96",96,6,"2",30,"29","2508.8","14","21","34","34","31","29","17","31","52","10","48","41","14","66","21","0","0","0"
"01","61143","6056865",,2016,78,"B",100,"96",96,6,"1",30,"29","2520.9","7","31","38","45","17","29","10","59","31","21","45","34","7","83","10","31","66","3"
"01","61143","6056865",,2016,78,"B",100,"96",96,7,"1",40,"38","2516.3","13","21","34","26","39","38","18","32","50","18","45","37","8","66","26","21","58","21"
"01","61143","6056865",,2016,78,"B",100,"96",96,7,"2",40,"38","2490.1","13","24","37","11","53","38","11","32","58","24","34","42","32","29","39","0","0","0"
"01","61143","6056865",,2016,78,"B",100,"96",96,8,"2",30,"29","2508.9","10","21","31","17","52","29","24","17","59","10","66","24","10","52","38","0","0","0"
"01","61143","6056865",,2016,78,"B",100,"96",96,8,"1",30,"29","2555.7","10","45","55","17","28","29","21","41","38","21","55","24","10","66","24","28","45","28"
"01","61143","6056865",,2016,78,"B",100,"96",96,13,"1",100,"96","","10","31","42","29","29","96","17","43","41","20","48","32","8","71","21","26","56","18"
"01","61143","6056865",,2016,78,"B",100,"96",96,13,"2",100,"96","","13","22","34","20","46","96","17","27","56","16","48","36","20","47","33","0","0","0"
"01","61143","6056865",,2016,79,"B",2,"2",1,7,"1",2,"2","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,79,"B",2,"2",1,7,"2",2,"2","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,79,"B",2,"2",1,13,"2",2,"2","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,79,"B",2,"2",1,13,"1",2,"2","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,80,"B",224,"204",204,6,"1",83,"80","2609.9","54","34","88","9","4","80","48","40","13","61","36","3","45","50","5","65","35","0"
"01","61143","6056865",,2016,80,"B",224,"204",204,6,"2",83,"80","2606.7","51","23","74","18","9","80","54","31","15","53","39","9","55","40","5","0","0","0"
"01","61143","6056865",,2016,80,"B",224,"204",204,7,"2",83,"78","2611.6","45","28","73","19","8","78","49","36","15","51","36","13","50","45","5","0","0","0"
"01","61143","6056865",,2016,80,"B",224,"204",204,7,"1",83,"78","2621.7","41","42","83","9","8","78","47","42","10","55","37","8","38","59","3","54","40","6"
"01","61143","6056865",,2016,80,"B",224,"204",204,8,"1",58,"46","2639.7","37","54","91","2","7","46","63","33","4","54","33","13","48","46","7","52","41","7"
"01","61143","6056865",,2016,80,"B",224,"204",204,8,"2",58,"46","2637.6","48","22","70","20","11","46","52","35","13","52","35","13","50","41","9","0","0","0"
"01","61143","6056865",,2016,80,"B",224,"204",204,13,"2",224,"204","","48","25","73","19","9","204","51","34","15","52","37","11","52","42","6","0","0","0"
"01","61143","6056865",,2016,80,"B",224,"204",204,13,"1",224,"204","","45","42","87","7","6","204","51","39","10","57","36","7","43","52","4","58","38","4"
"01","61143","6056865",,2016,90,"B",18,"17",17,6,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,90,"B",18,"17",17,6,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,90,"B",18,"17",17,7,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,90,"B",18,"17",17,7,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,90,"B",18,"17",17,8,"1",9,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,90,"B",18,"17",17,8,"2",9,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056865",,2016,90,"B",18,"17",17,13,"2",18,"17","","0","6","6","12","82","17","0","6","94","0","41","59","0","47","53","0","0","0"
"01","61143","6056865",,2016,90,"B",18,"17",17,13,"1",18,"17","","0","24","24","24","53","17","6","29","65","6","47","47","0","65","35","0","65","35"
"01","61143","6056865",,2016,91,"B",52,"50",49,6,"1",16,"16","2457.7","0","19","19","38","44","16","6","50","44","0","50","50","0","75","25","6","75","19"
"01","61143","6056865",,2016,91,"B",52,"50",50,6,"2",16,"16","2429.6","0","19","19","19","63","16","0","19","81","0","44","56","0","50","50","0","0","0"
"01","61143","6056865",,2016,91,"B",52,"50",50,7,"2",23,"22","2453.8","5","9","14","14","73","22","5","18","77","5","41","55","14","45","41","0","0","0"
"01","61143","6056865",,2016,91,"B",52,"50",49,7,"1",23,"22","2490.5","5","9","14","41","45","22","5","27","68","9","50","41","9","64","27","5","59","36"
"01","61143","6056865",,2016,91,"B",52,"50",49,8,"1",13,"12","2490.9","0","9","9","45","45","11","0","36","64","0","45","55","9","64","27","0","64","36"
"01","61143","6056865",,2016,91,"B",52,"50",50,8,"2",13,"12","2462.1","0","17","17","17","67","12","0","42","58","0","50","50","0","50","50","0","0","0"
"01","61143","6056865",,2016,91,"B",52,"50",50,13,"2",52,"50","","2","14","16","16","68","50","2","24","74","2","44","54","6","48","46","0","0","0"
"01","61143","6056865",,2016,91,"B",52,"50",49,13,"1",52,"50","","2","12","14","41","45","49","4","37","59","4","49","47","6","67","27","4","65","31"
"01","61143","6056865",,2016,92,"B",110,"103",102,6,"2",29,"29","2494.9","10","14","24","41","34","29","10","34","55","7","48","45","17","45","38","0","0","0"
"01","61143","6056865",,2016,92,"B",110,"104",104,6,"1",29,"29","2507.1","7","31","38","34","28","29","7","48","45","24","31","45","10","83","7","21","62","17"
"01","61143","6056865",,2016,92,"B",110,"104",104,7,"1",35,"33","2506.6","9","24","33","30","36","33","15","36","48","15","48","36","9","73","18","15","61","24"
"01","61143","6056865",,2016,92,"B",110,"103",102,7,"2",35,"33","2478.0","6","21","27","30","42","33","9","44","47","15","33","52","16","41","44","0","0","0"
"01","61143","6056865",,2016,92,"B",110,"103",102,8,"2",46,"41","2498.0","3","10","13","38","50","40","8","40","53","3","63","35","3","55","43","0","0","0"
"01","61143","6056865",,2016,92,"B",110,"104",104,8,"1",46,"42","2530.6","5","29","33","40","26","42","12","50","38","12","49","39","14","62","24","17","62","21"
"01","61143","6056865",,2016,92,"B",110,"104",104,13,"1",110,"104","","7","28","35","36","30","104","12","45","43","17","44","40","12","71","17","17","62","21"
"01","61143","6056865",,2016,92,"B",110,"103",102,13,"2",110,"103","","6","15","21","36","43","102","9","40","51","8","49","43","11","48","42","0","0","0"
"01","61143","6056865",,2016,93,"B",154,"145",142,6,"2",45,"43","2582.4","37","26","63","28","9","43","40","37","23","42","44","14","49","47","5","0","0","0"
"01","61143","6056865",,2016,93,"B",154,"146",145,6,"1",45,"43","2579.5","37","30","67","28","5","43","33","47","21","47","44","9","33","63","5","56","44","0"
"01","61143","6056865",,2016,93,"B",154,"146",145,7,"1",66,"64","2549.2","19","35","54","16","30","63","23","44","34","29","53","18","16","68","16","32","42","26"
"01","61143","6056865",,2016,93,"B",154,"145",142,7,"2",66,"64","2536.1","21","26","47","27","26","62","23","42","35","26","48","26","26","47","27","0","0","0"
"01","61143","6056865",,2016,93,"B",154,"145",142,8,"2",43,"38","2557.9","27","16","43","16","41","37","35","16","49","30","41","30","30","43","27","0","0","0"
"01","61143","6056865",,2016,93,"B",154,"146",145,8,"1",43,"39","2554.4","18","31","49","15","36","39","28","38","33","23","41","36","18","62","21","36","36","28"
"01","61143","6056865",,2016,93,"B",154,"146",145,13,"1",154,"146","","24","32","57","19","24","145","27","43","30","33","47","20","22","65","14","40","41","19"
"01","61143","6056865",,2016,93,"B",154,"145",142,13,"2",154,"145","","27","23","51","25","25","142","31","34","35","32","45","23","34","46","20","0","0","0"
"01","61143","6056865",,2016,94,"B",232,"205",205,6,"2",92,"87","2603.9","54","20","74","16","10","87","55","29","16","52","37","11","55","38","7","0","0","0"
"01","61143","6056865",,2016,94,"B",232,"205",205,6,"1",92,"87","2607.4","52","33","85","10","5","87","48","38","14","61","32","7","41","53","6","66","34","0"
"01","61143","6056865",,2016,94,"B",232,"205",205,7,"1",77,"68","2635.0","41","51","93","6","1","68","51","46","3","59","38","3","43","57","0","60","38","1"
"01","61143","6056865",,2016,94,"B",232,"205",205,7,"2",77,"68","2627.7","49","32","81","16","3","68","57","38","4","57","40","3","59","40","1","0","0","0"
"01","61143","6056865",,2016,94,"B",232,"205",205,8,"2",63,"50","2621.5","42","24","66","20","14","50","46","36","18","44","44","12","42","48","10","0","0","0"
"01","61143","6056865",,2016,94,"B",232,"205",205,8,"1",63,"50","2625.6","34","50","84","8","8","50","58","34","8","52","36","12","38","56","6","40","52","8"
"01","61143","6056865",,2016,94,"B",232,"205",205,13,"1",232,"205","","44","43","87","8","4","205","52","40","9","58","35","7","41","55","4","58","40","2"
"01","61143","6056865",,2016,94,"B",232,"205",205,13,"2",232,"205","","49","25","74","17","9","205","54","34","13","52","40","9","53","41","6","0","0","0"
"01","61143","6056865",,2016,99,"B",521,"482",481,6,"1",169,"164","2581.3","38","34","72","20","9","164","35","45","20","49","38","13","32","64","4","52","45","2"
"01","61143","6056865",,2016,99,"B",521,"480",478,6,"2",169,"164","2578.4","38","23","61","24","15","164","40","33","27","38","45","17","43","47","10","0","0","0"
"01","61143","6056865",,2016,99,"B",521,"480",478,7,"2",193,"180","2558.3","27","26","53","25","22","179","31","40","28","35","42","23","36","46","18","0","0","0"
"01","61143","6056865",,2016,99,"B",521,"482",481,7,"1",193,"180","2574.0","26","37","63","17","21","180","32","43","25","38","44","18","26","64","11","39","46","15"
"01","61143","6056865",,2016,99,"B",521,"482",481,8,"1",159,"138","2575.6","19","39","58","22","20","137","32","42","26","31","43","26","24","64","12","31","53","17"
"01","61143","6056865",,2016,99,"B",521,"480",478,8,"2",159,"136","2563.3","23","19","41","24","34","135","28","33","39","24","50","26","24","52","24","0","0","0"
"01","61143","6056865",,2016,99,"B",521,"480",478,13,"2",521,"480","","30","23","53","24","23","478","33","36","31","33","45","22","35","48","17","0","0","0"
"01","61143","6056865",,2016,99,"B",521,"482",481,13,"1",521,"482","","28","37","64","19","16","481","33","43","24","40","42","19","27","64","9","41","48","11"
"01","61143","6056865",,2016,111,"B",318,"287",286,6,"2",112,"108","2610.2","54","21","75","19","6","108","54","32","14","54","38","8","57","37","6","0","0","0"
"01","61143","6056865",,2016,111,"B",318,"287",287,6,"1",112,"108","2612.4","54","32","86","11","3","108","48","44","8","63","32","5","40","56","4","68","32","0"
"01","61143","6056865",,2016,111,"B",318,"287",287,7,"1",120,"110","2607.5","36","41","77","12","11","110","42","42","16","47","46","6","35","59","5","52","36","12"
"01","61143","6056865",,2016,111,"B",318,"287",286,7,"2",120,"110","2592.3","38","27","65","23","12","110","41","40","19","45","43","13","47","43","10","0","0","0"
