"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"01","61143","6056857",,2016,142,"B",83,"66",64,7,"2",32,"25","2509.0","4","13","17","58","25","24","4","67","29","4","42","54","4","63","33","0","0","0"
"01","61143","6056857",,2016,142,"B",83,"66",64,8,"2",20,"19","2472.9","0","5","5","26","68","19","5","26","68","0","32","68","0","68","32","0","0","0"
"01","61143","6056857",,2016,142,"B",83,"65",63,8,"1",20,"19","2443.5","0","5","5","5","89","19","0","11","89","0","21","79","0","63","37","0","47","53"
"01","61143","6056857",,2016,142,"B",83,"65",63,13,"1",83,"65","","0","11","11","30","59","63","6","25","68","2","43","56","0","63","37","3","52","44"
"01","61143","6056857",,2016,142,"B",83,"66",64,13,"2",83,"66","","5","11","16","36","48","64","6","41","52","3","36","61","6","59","34","0","0","0"
"01","61143","6056857",,2016,144,"B",134,"124",121,6,"1",52,"50","2560.7","37","27","63","16","20","49","40","43","17","41","43","15","34","51","15","43","45","12"
"01","61143","6056857",,2016,144,"B",134,"121",119,6,"2",52,"49","2590.4","44","25","69","19","13","48","57","23","19","33","56","10","42","52","6","0","0","0"
"01","61143","6056857",,2016,144,"B",134,"124",121,7,"1",39,"39","2597.7","26","46","72","15","13","39","33","51","15","51","36","13","23","74","3","44","44","13"
"01","61143","6056857",,2016,144,"B",134,"121",119,7,"2",39,"39","2610.2","41","31","72","21","8","39","55","29","16","49","41","10","56","38","5","0","0","0"
"01","61143","6056857",,2016,144,"B",134,"124",121,8,"1",42,"35","2637.7","45","33","79","15","6","33","48","36","15","61","24","15","36","61","3","48","42","9"
"01","61143","6056857",,2016,144,"B",134,"121",119,8,"2",42,"33","2670.3","63","13","75","22","3","32","68","29","3","72","16","13","68","29","3","0","0","0"
"01","61143","6056857",,2016,144,"B",134,"124",121,11,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,144,"B",134,"121",119,11,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,144,"B",134,"121",119,13,"2",134,"121","","48","24","71","20","8","119","59","27","14","49","40","11","53","42","5","0","0","0"
"01","61143","6056857",,2016,144,"B",134,"124",121,13,"1",134,"124","","36","35","70","16","14","121","40","44","16","50","36","14","31","61","8","45","44","12"
"01","61143","6056857",,2016,160,"B",103,"67",65,6,"1",37,"22","2421.9","0","10","10","35","55","20","11","21","68","5","37","58","0","53","47","5","45","50"
"01","61143","6056857",,2016,160,"B",103,"79",77,6,"2",37,"24","2478.4","13","13","26","22","52","23","14","27","59","4","39","57","17","48","35","0","0","0"
"01","61143","6056857",,2016,160,"B",103,"79",77,7,"2",43,"34","2532.1","6","24","30","52","18","33","15","58","27","9","52","39","15","61","24","0","0","0"
"01","61143","6056857",,2016,160,"B",103,"67",65,7,"1",43,"26","2488.2","0","19","19","42","38","26","12","38","50","0","65","35","0","73","27","4","65","31"
"01","61143","6056857",,2016,160,"B",103,"67",65,8,"1",23,"19","2443.5","0","5","5","5","89","19","0","11","89","0","21","79","0","63","37","0","47","53"
"01","61143","6056857",,2016,160,"B",103,"79",77,8,"2",23,"21","2479.5","5","5","10","24","67","21","10","24","67","5","29","67","0","67","33","0","0","0"
"01","61143","6056857",,2016,160,"B",103,"79",77,13,"2",103,"79","","8","16","23","35","42","77","13","39","47","6","42","52","12","58","30","0","0","0"
"01","61143","6056857",,2016,160,"B",103,"67",65,13,"1",103,"67","","0","12","12","29","58","65","8","25","67","2","44","55","0","64","36","3","54","43"
"01","61143","6056857",,2016,180,"B",774,"730",718,6,"2",269,"260","2599.1","51","27","78","12","10","256","55","31","14","52","39","10","50","42","9","0","0","0"
"01","61143","6056857",,2016,180,"B",774,"735",721,6,"1",269,"260","2582.1","44","33","76","10","14","255","49","37","14","48","40","12","31","62","6","51","43","6"
"01","61143","6056857",,2016,180,"B",774,"735",721,7,"1",259,"248","2602.7","34","40","74","15","11","247","45","40","14","48","38","13","30","66","5","43","46","11"
"01","61143","6056857",,2016,180,"B",774,"730",718,7,"2",259,"246","2599.3","42","28","70","18","12","242","58","23","18","47","40","13","52","40","9","0","0","0"
"01","61143","6056857",,2016,180,"B",774,"730",718,8,"2",245,"224","2608.4","39","22","61","22","17","220","47","35","19","43","41","16","41","45","14","0","0","0"
"01","61143","6056857",,2016,180,"B",774,"735",721,8,"1",245,"227","2593.2","28","34","62","22","16","219","41","41","18","36","40","24","28","58","14","40","45","16"
"01","61143","6056857",,2016,180,"B",774,"735",721,11,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,180,"B",774,"730",718,11,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,180,"B",774,"730",718,13,"2",774,"730","","44","26","70","17","13","718","54","29","17","47","40","13","48","42","10","0","0","0"
"01","61143","6056857",,2016,180,"B",774,"735",721,13,"1",774,"735","","36","36","71","15","14","721","45","39","15","45","39","16","30","62","8","45","44","11"
"01","61143","6056857",,2016,200,"B",100,"94",91,6,"2",32,"30","2478.3","10","17","28","24","48","29","14","25","61","7","45","48","7","55","38","0","0","0"
"01","61143","6056857",,2016,200,"B",100,"95",92,6,"1",32,"29","2463.7","4","25","29","18","54","28","15","38","46","12","36","52","12","54","35","19","59","22"
"01","61143","6056857",,2016,200,"B",100,"95",92,7,"1",28,"26","2462.4","4","0","4","38","58","26","4","31","65","4","35","62","4","69","27","0","46","54"
"01","61143","6056857",,2016,200,"B",100,"94",91,7,"2",28,"26","2426.0","4","4","8","28","64","25","4","12","84","4","24","72","0","44","56","0","0","0"
"01","61143","6056857",,2016,200,"B",100,"94",91,8,"2",40,"38","2489.9","0","8","8","38","54","37","0","42","58","5","51","43","3","61","36","0","0","0"
"01","61143","6056857",,2016,200,"B",100,"95",92,8,"1",40,"40","2461.6","3","5","8","39","53","38","3","42","56","3","28","69","0","50","50","11","42","47"
"01","61143","6056857",,2016,200,"B",100,"95",92,13,"1",100,"95","","3","10","13","33","54","92","7","38","56","6","32","62","5","57","39","10","48","42"
"01","61143","6056857",,2016,200,"B",100,"94",91,13,"2",100,"94","","4","10","14","31","55","91","6","28","66","5","42","53","3","54","42","0","0","0"
"01","61143","6056857",,2016,201,"B",2,"2",2,6,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,201,"B",2,"2",2,6,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,201,"B",2,"2",2,8,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,201,"B",2,"2",2,8,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,201,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,201,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,202,"B",33,"31",31,6,"2",6,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,202,"B",33,"31",31,6,"1",6,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,202,"B",33,"31",31,7,"1",16,"16","2562.9","19","38","56","19","25","16","44","25","31","25","50","25","31","63","6","25","69","6"
"01","61143","6056857",,2016,202,"B",33,"31",31,7,"2",16,"16","2590.8","50","6","56","31","13","16","56","13","31","44","50","6","38","44","19","0","0","0"
"01","61143","6056857",,2016,202,"B",33,"31",31,8,"2",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,202,"B",33,"31",31,8,"1",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,202,"B",33,"31",31,13,"1",33,"31","","13","32","45","29","26","31","26","45","29","23","48","29","19","68","13","19","68","13"
"01","61143","6056857",,2016,202,"B",33,"31",31,13,"2",33,"31","","35","13","48","32","19","31","42","19","39","39","45","16","29","45","26","0","0","0"
"01","61143","6056857",,2016,203,"B",3,"3",3,7,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,203,"B",3,"3",3,7,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,203,"B",3,"3",3,8,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,203,"B",3,"3",3,8,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,203,"B",3,"3",3,13,"1",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,203,"B",3,"3",3,13,"2",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,204,"B",96,"92",90,6,"1",20,"20","2486.1","0","44","44","17","39","18","6","39","56","6","44","50","6","78","17","17","61","22"
"01","61143","6056857",,2016,204,"B",96,"92",89,6,"2",20,"20","2505.1","6","33","39","22","39","18","11","44","44","22","44","33","6","61","33","0","0","0"
"01","61143","6056857",,2016,204,"B",96,"92",89,7,"2",35,"33","2531.0","12","18","30","42","27","33","19","56","25","15","48","36","25","50","25","0","0","0"
"01","61143","6056857",,2016,204,"B",96,"92",90,7,"1",35,"33","2547.2","9","39","48","30","21","33","36","33","30","21","48","30","12","76","12","15","73","12"
"01","61143","6056857",,2016,204,"B",96,"92",90,8,"1",41,"39","2488.1","0","18","18","26","56","39","5","46","49","0","38","62","3","64","33","3","62","36"
"01","61143","6056857",,2016,204,"B",96,"92",89,8,"2",41,"39","2486.0","5","5","11","32","58","38","5","32","62","5","59","35","5","51","43","0","0","0"
"01","61143","6056857",,2016,204,"B",96,"92",89,13,"2",96,"92","","8","16","24","34","43","89","11","44","45","13","52","35","13","53","34","0","0","0"
"01","61143","6056857",,2016,204,"B",96,"92",90,13,"1",96,"92","","3","31","34","26","40","90","17","40","43","9","43","48","7","71","22","10","66","24"
"01","61143","6056857",,2016,205,"B",3,"3",3,7,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,205,"B",3,"3",3,7,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,205,"B",3,"3",3,8,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,205,"B",3,"3",3,8,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,205,"B",3,"3",3,13,"2",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,205,"B",3,"3",3,13,"1",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,206,"B",82,"78",77,6,"2",23,"19","2559.1","26","42","68","11","21","19","38","44","19","47","26","26","37","47","16","0","0","0"
"01","61143","6056857",,2016,206,"B",82,"75",73,6,"1",23,"19","2527.2","24","41","65","12","24","17","29","50","21","50","29","21","27","60","13","24","71","6"
"01","61143","6056857",,2016,206,"B",82,"75",73,7,"1",32,"31","2596.1","39","29","68","19","13","31","43","50","7","45","32","23","23","73","3","50","30","20"
"01","61143","6056857",,2016,206,"B",82,"78",77,7,"2",32,"32","2592.5","48","13","61","26","13","31","52","29","19","35","52","13","48","42","10","0","0","0"
"01","61143","6056857",,2016,206,"B",82,"78",77,8,"2",27,"27","2643.9","44","37","81","15","4","27","56","37","7","41","48","11","56","37","7","0","0","0"
"01","61143","6056857",,2016,206,"B",82,"75",73,8,"1",27,"25","2634.1","28","52","80","16","4","25","48","44","8","44","52","4","44","48","8","56","44","0"
"01","61143","6056857",,2016,206,"B",82,"75",73,13,"1",82,"75","","32","40","71","16","12","73","42","48","10","46","39","16","31","61","7","46","44","10"
"01","61143","6056857",,2016,206,"B",82,"78",77,13,"2",82,"78","","42","29","70","18","12","77","50","35","15","40","44","16","48","42","10","0","0","0"
"01","61143","6056857",,2016,207,"B",38,"33",32,6,"1",15,"14","2463.5","0","23","23","31","46","13","9","55","36","9","64","27","9","55","36","8","69","23"
"01","61143","6056857",,2016,207,"B",38,"32",32,6,"2",15,"13","2510.3","8","23","31","46","23","13","17","33","50","0","77","23","8","77","15","0","0","0"
"01","61143","6056857",,2016,207,"B",38,"32",32,7,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,207,"B",38,"33",32,7,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,207,"B",38,"33",32,8,"1",12,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,207,"B",38,"32",32,8,"2",12,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,207,"B",38,"32",32,11,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,207,"B",38,"33",32,11,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,207,"B",38,"33",32,13,"1",38,"33","","6","38","44","22","34","32","17","57","27","23","43","33","20","60","20","16","66","19"
"01","61143","6056857",,2016,207,"B",38,"32",32,13,"2",38,"32","","19","31","50","34","16","32","29","45","26","22","59","19","25","63","13","0","0","0"
"01","61143","6056857",,2016,220,"B",32,"30",30,6,"2",9,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,220,"B",32,"30",30,6,"1",9,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,220,"B",32,"30",30,7,"1",11,"11","2510.4","0","27","27","45","27","11","0","64","36","9","73","18","9","64","27","18","55","27"
"01","61143","6056857",,2016,220,"B",32,"30",30,7,"2",11,"11","2504.8","9","18","27","36","36","11","18","45","36","9","36","55","18","64","18","0","0","0"
"01","61143","6056857",,2016,220,"B",32,"30",30,8,"2",12,"11","2536.1","9","0","9","64","27","11","9","73","18","9","36","55","18","45","36","0","0","0"
"01","61143","6056857",,2016,220,"B",32,"30",30,8,"1",12,"11","2521.9","9","27","36","18","45","11","9","55","36","10","40","50","18","45","36","9","45","45"
"01","61143","6056857",,2016,220,"B",32,"30",30,13,"1",32,"30","","13","20","33","33","33","30","10","50","40","17","52","31","13","57","30","20","47","33"
"01","61143","6056857",,2016,220,"B",32,"30",30,13,"2",32,"30","","10","17","27","43","30","30","20","50","30","13","40","47","20","50","30","0","0","0"
"01","61143","6056857",,2016,221,"B",1,"1",1,7,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,221,"B",1,"1",1,7,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,221,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,221,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,222,"B",44,"42",42,6,"2",19,"18","2630.7","61","28","89","6","6","18","59","35","6","72","22","6","61","39","0","0","0","0"
"01","61143","6056857",,2016,222,"B",44,"40",40,6,"1",19,"18","2580.7","39","50","89","0","11","18","53","41","6","53","41","6","35","59","6","59","35","6"
"01","61143","6056857",,2016,222,"B",44,"40",40,7,"1",16,"16","2644.9","50","44","94","6","0","16","56","44","0","75","25","0","38","63","0","69","31","0"
"01","61143","6056857",,2016,222,"B",44,"42",42,7,"2",16,"16","2655.0","63","31","94","6","0","16","81","19","0","75","25","0","75","25","0","0","0","0"
"01","61143","6056857",,2016,222,"B",44,"42",42,8,"2",9,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,222,"B",44,"40",40,8,"1",9,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,222,"B",44,"40",40,13,"1",44,"40","","48","43","90","3","8","40","59","36","5","64","31","5","36","62","3","67","31","3"
"01","61143","6056857",,2016,222,"B",44,"42",42,13,"2",44,"42","","60","29","88","5","7","42","68","24","7","69","24","7","64","31","5","0","0","0"
"01","61143","6056857",,2016,223,"B",2,"2",2,7,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,223,"B",2,"2",2,7,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,223,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,223,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6056857",,2016,224,"B",86,"79",78,6,"2",25,"23","2608.0","43","35","78","17","4","23","52","39","9","48","39","13","48","52","0","0","0","0"
"01","61143","6056857",,2016,224,"B",86,"77",76,6,"1",25,"24","2586.3","33","46","79","13","8","24","35","61","4","43","52","4","35","65","0","50","46","4"
"01","61143","6056857",,2016,224,"B",86,"77",76,7,"1",33,"28","2595.2","26","44","70","26","4","27","48","44","7","41","48","11","26","70","4","33","59","7"
"01","61143","6056857",,2016,224,"B",86,"79",78,7,"2",33,"30","2589.9","31","38","69","21","10","29","48","24","28","38","52","10","41","52","7","0","0","0"
"01","61143","6056857",,2016,224,"B",86,"79",78,8,"2",28,"26","2600.5","35","27","62","23","15","26","42","38","19","42","35","23","31","65","4","0","0","0"
"01","61143","6056857",,2016,224,"B",86,"77",76,8,"1",28,"25","2590.6","20","40","60","24","16","25","32","48","20","20","64","16","24","72","4","32","52","16"
"01","61143","6056857",,2016,224,"B",86,"77",76,13,"1",86,"77","","26","43","70","21","9","76","39","51","11","35","55","11","28","69","3","38","53","9"
"01","61143","6056857",,2016,224,"B",86,"79",78,13,"2",86,"79","","36","33","69","21","10","78","47","33","19","42","42","15","40","56","4","0","0","0"
"01","61143","6056857",,2016,226,"B",420,"384",379,6,"2",169,"157","2626.6","63","25","88","10","1","156","62","34","4","63","36","1","60","38","2","0","0","0"
"01","61143","6056857",,2016,226,"B",420,"379",373,6,"1",169,"155","2612.8","56","32","88","8","4","154","59","35","6","59","37","4","36","64","1","61","37","1"
"01","61143","6056857",,2016,226,"B",420,"379",373,7,"1",140,"119","2639.0","45","48","93","7","0","118","62","36","3","60","39","1","40","60","0","51","47","2"
"01","61143","6056857",,2016,226,"B",420,"384",379,7,"2",140,"122","2636.8","50","37","87","13","1","119","71","26","3","56","41","3","62","37","1","0","0","0"
"01","61143","6056857",,2016,226,"B",420,"384",379,8,"2",111,"105","2654.5","54","31","85","12","4","104","67","29","4","59","38","4","51","46","3","0","0","0"
"01","61143","6056857",,2016,226,"B",420,"379",373,8,"1",111,"105","2636.9","37","45","81","14","5","101","61","33","6","46","43","11","36","61","3","51","46","3"
"01","61143","6056857",,2016,226,"B",420,"379",373,13,"1",420,"379","","47","41","88","9","3","373","60","35","5","56","39","5","37","62","1","55","43","2"
"01","61143","6056857",,2016,226,"B",420,"384",379,13,"2",420,"384","","56","30","87","11","2","379","66","30","3","60","38","2","59","40","2","0","0","0"
"01","61143","6056857",,2016,227,"B",96,"89",87,6,"2",37,"36","2620.2","57","26","83","9","9","35","71","20","9","46","49","6","54","43","3","0","0","0"
"01","61143","6056857",,2016,227,"B",96,"91",89,6,"1",37,"36","2595.8","50","28","78","11","11","36","50","39","11","51","37","11","42","50","8","56","36","8"
"01","61143","6056857",,2016,227,"B",96,"89",87,7,"2",29,"29","2624.9","52","28","79","14","7","29","68","14","18","62","28","10","69","28","3","0","0","0"
"01","61143","6056857",,2016,227,"B",96,"91",89,7,"1",29,"29","2615.9","34","41","76","17","7","29","41","45","14","59","34","7","24","76","0","52","38","10"
"01","61143","6056857",,2016,227,"B",96,"89",87,8,"2",30,"24","2683.0","70","4","74","26","0","23","73","27","0","74","17","9","73","27","0","0","0","0"
"01","61143","6056857",,2016,227,"B",96,"91",89,8,"1",30,"26","2659.5","54","33","88","13","0","24","54","33","13","71","25","4","38","63","0","58","33","8"
"01","61143","6056857",,2016,227,"B",96,"91",89,13,"1",96,"91","","46","34","80","13","7","89","48","39","12","59","33","8","35","62","3","55","36","9"
"01","61143","6056857",,2016,227,"B",96,"89",87,13,"2",96,"89","","59","21","79","15","6","87","71","20","9","59","33","8","64","34","2","0","0","0"
"01","61143","6056865",,2016,1,"B",584,"538",536,6,"1",191,"184","2568.1","35","32","67","20","13","184","33","43","24","45","36","18","29","63","8","49","46","5"
"01","61143","6056865",,2016,1,"B",584,"536",532,6,"2",191,"184","2562.0","36","20","57","23","20","184","38","31","32","36","42","22","41","44","15","0","0","0"
"01","61143","6056865",,2016,1,"B",584,"538",536,7,"1",213,"198","2564.4","23","35","58","18","24","197","30","41","30","35","46","19","23","64","13","36","46","18"
"01","61143","6056865",,2016,1,"B",584,"536",532,7,"2",213,"198","2547.3","26","24","51","23","27","196","30","38","32","32","42","26","34","43","23","0","0","0"
"01","61143","6056865",,2016,1,"B",584,"538",536,8,"1",180,"156","2561.2","17","35","52","23","26","155","29","40","31","27","42","31","21","61","18","27","52","21"
"01","61143","6056865",,2016,1,"B",584,"536",532,8,"2",180,"154","2547.1","21","16","38","23","39","152","26","31","43","22","48","30","22","48","30","0","0","0"
"01","61143","6056865",,2016,1,"B",584,"536",532,13,"2",584,"536","","28","21","49","23","28","532","31","34","35","31","44","26","33","45","22","0","0","0"
"01","61143","6056865",,2016,1,"B",584,"538",536,13,"1",584,"538","","25","34","59","20","21","536","30","41","28","36","41","22","25","62","13","38","47","14"
"01","61143","6056865",,2016,3,"B",278,"253",250,6,"2",85,"82","2574.2","44","17","61","22","17","82","40","35","24","43","38","20","45","38","17","0","0","0"
"01","61143","6056865",,2016,3,"B",278,"254",254,6,"1",85,"82","2562.2","39","28","67","20","13","82","34","41","24","43","35","22","26","63","11","49","44","7"
"01","61143","6056865",,2016,3,"B",278,"254",254,7,"1",98,"92","2543.8","15","38","53","17","29","92","24","38","37","23","51","26","19","69","12","29","52","20"
"01","61143","6056865",,2016,3,"B",278,"253",250,7,"2",98,"92","2553.4","29","25","54","20","26","91","32","36","32","36","35","29","37","41","22","0","0","0"
"01","61143","6056865",,2016,3,"B",278,"253",250,8,"2",95,"79","2542.5","22","13","35","21","44","77","25","26","49","23","49","27","22","47","31","0","0","0"
"01","61143","6056865",,2016,3,"B",278,"254",254,8,"1",95,"80","2535.3","13","29","41","21","38","80","26","34","40","20","38","42","19","58","24","25","44","31"
"01","61143","6056865",,2016,3,"B",278,"254",254,13,"1",278,"254","","22","32","54","19","27","254","28","38","34","29","42","30","21","64","15","34","47","19"
"01","61143","6056865",,2016,3,"B",278,"253",250,13,"2",278,"253","","32","19","50","21","29","250","32","33","35","34","40","25","35","42","23","0","0","0"
"01","61143","6056865",,2016,4,"B",306,"283",282,6,"2",106,"102","2552.2","30","23","53","25","23","102","35","27","37","30","45","25","37","49","14","0","0","0"
"01","61143","6056865",,2016,4,"B",306,"284",282,6,"1",106,"102","2572.9","31","35","67","21","13","102","31","44","25","47","37","16","32","62","6","50","47","3"
"01","61143","6056865",,2016,4,"B",306,"284",282,7,"1",115,"106","2582.4","30","32","63","18","19","105","34","43","23","45","42","13","28","59","13","43","41","16"
"01","61143","6056865",,2016,4,"B",306,"283",282,7,"2",115,"106","2542.1","24","24","48","26","27","105","28","39","33","29","48","24","32","45","23","0","0","0"
"01","61143","6056865",,2016,4,"B",306,"283",282,8,"2",85,"75","2551.8","20","20","40","25","35","75","27","36","37","21","47","32","21","49","29","0","0","0"
"01","61143","6056865",,2016,4,"B",306,"284",282,8,"1",85,"76","2588.8","21","41","63","24","13","75","32","47","21","35","45","20","24","64","12","29","60","11"
"01","61143","6056865",,2016,4,"B",306,"284",282,13,"1",306,"284","","28","36","64","21","15","282","33","44","23","43","41","16","28","61","10","42","48","10"
"01","61143","6056865",,2016,4,"B",306,"283",282,13,"2",306,"283","","25","22","48","25","27","282","30","34","36","27","46","26","31","48","21","0","0","0"
"01","61143","6056865",,2016,6,"B",534,"492",491,6,"1",168,"162","2575.2","38","33","71","17","12","162","36","41","22","48","36","16","31","62","7","53","41","6"
"01","61143","6056865",,2016,6,"B",534,"490",487,6,"2",168,"162","2569.8","40","20","60","22","18","162","41","31","28","38","40","22","44","42","14","0","0","0"
"01","61143","6056865",,2016,6,"B",534,"490",487,7,"2",196,"182","2553.6","28","25","54","22","24","181","32","39","29","34","43","24","37","43","20","0","0","0"
"01","61143","6056865",,2016,6,"B",534,"492",491,7,"1",196,"182","2570.0","25","37","62","15","23","182","32","40","28","37","45","18","25","62","12","38","45","18"
"01","61143","6056865",,2016,6,"B",534,"492",491,8,"1",170,"148","2561.7","17","35","52","23","25","147","29","40","31","27","42","31","22","61","18","27","51","22"
"01","61143","6056865",,2016,6,"B",534,"490",487,8,"2",170,"146","2547.4","22","16","38","24","39","144","26","31","43","23","48","29","22","47","31","0","0","0"
"01","61143","6056865",,2016,6,"B",534,"490",487,13,"2",534,"490","","30","21","51","23","26","487","33","34","33","32","43","25","35","44","21","0","0","0"
"01","61143","6056865",,2016,6,"B",534,"492",491,13,"1",534,"492","","27","35","62","18","20","491","33","41","27","38","41","21","26","62","12","40","46","15"
"01","61143","6056865",,2016,7,"B",42,"36",36,6,"2",12,"11","2548.4","18","27","45","45","9","11","27","27","45","18","55","27","27","64","9","0","0","0"
"01","61143","6056865",,2016,7,"B",42,"36",36,6,"1",12,"11","2563.8","27","36","64","27","9","11","18","73","9","36","36","27","36","55","9","55","45","0"
"01","61143","6056865",,2016,7,"B",42,"36",36,7,"1",14,"12","2551.5","25","33","58","17","25","12","33","33","33","33","50","17","8","75","17","42","42","17"
"01","61143","6056865",,2016,7,"B",42,"36",36,7,"2",14,"12","2493.4","17","17","33","25","42","12","25","25","50","25","33","42","17","50","33","0","0","0"
"01","61143","6056865",,2016,7,"B",42,"36",36,8,"2",16,"13","2559.5","23","15","38","23","38","13","31","31","38","23","46","31","15","54","31","0","0","0"
