"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"01","61143","0000000",,2015,77,"B",5932,5599,46,8,"1",639,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,77,"B",5932,5599,46,8,"2",639,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,77,"B",5932,5599,46,11,"2",858,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,77,"B",5932,5599,46,11,"1",858,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,77,"B",5932,5599,46,13,"1",5079,36,"","31","39","69","14","17",36,"31","54","14","35","53","12","26","66","9","51","40","9"
"01","61143","0000000",,2015,77,"B",5932,5599,46,13,"2",5079,36,"","25","31","56","31","14",36,"31","42","28","28","58","14","33","53","14","0","0","0"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,3,"2",753,148,"2422.4","15","33","48","23","29",147,"25","38","37","21","49","30","21","54","24","0","0","0"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,3,"1",753,148,"2401.2","15","22","37","25","38",146,"22","41","38","12","49","39","16","62","22","16","50","34"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,4,"1",691,139,"2438.9","20","20","39","17","43",138,"17","43","40","14","47","39","23","51","26","19","49","32"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,4,"2",691,140,"2462.8","14","21","35","41","25",138,"21","43","36","17","46","38","14","48","38","0","0","0"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,5,"2",728,135,"2492.7","18","16","34","32","34",134,"25","31","44","18","44","38","16","51","33","0","0","0"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,5,"1",728,132,"2486.0","17","27","45","22","33",132,"20","48","32","20","47","34","14","62","24","32","46","22"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,6,"1",721,168,"2521.0","17","29","46","25","29",167,"16","47","37","23","48","30","14","69","16","24","63","13"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,6,"2",721,170,"2512.1","17","23","40","26","34",169,"21","32","47","18","49","33","19","52","29","0","0","0"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,7,"2",689,151,"2514.0","16","17","33","26","41",151,"21","31","48","24","37","39","18","61","21","0","0","0"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,7,"1",689,148,"2506.1","9","26","35","21","44",148,"14","36","50","13","42","45","14","54","33","18","51","31"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,8,"1",639,123,"2551.8","8","36","44","35","21",121,"21","48","31","17","60","23","8","72","20","15","63","22"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,8,"2",639,124,"2560.0","16","23","40","35","26",124,"25","43","32","21","58","21","16","64","20","0","0","0"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,11,"2",858,167,"2554.5","11","16","27","28","44",144,"22","32","46","12","54","34","13","54","33","0","0","0"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,11,"1",858,166,"2581.6","25","32","57","16","28",138,"34","46","20","34","40","26","17","70","13","35","51","15"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,13,"1",5079,1024,"","16","27","43","23","34",990,"20","44","36","19","47","34","15","63","22","23","54","24"
"01","61143","0000000",,2015,78,"B",5932,5599,1207,13,"2",5079,1035,"","15","22","37","30","33",1007,"23","36","42","19","48","33","17","55","28","0","0","0"
"01","61143","0000000",,2015,79,"B",5932,5599,18,3,"1",753,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,3,"2",753,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,4,"2",691,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,4,"1",691,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,5,"1",728,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,5,"2",728,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,6,"2",721,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,6,"1",721,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,7,"1",689,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,7,"2",689,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,8,"2",639,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,8,"1",639,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,11,"1",858,5,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,11,"2",858,5,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2015,79,"B",5932,5599,18,13,"2",5079,17,"","20","0","20","27","53",15,"21","21","57","21","14","64","14","14","71","0","0","0"
"01","61143","0000000",,2015,79,"B",5932,5599,18,13,"1",5079,17,"","7","20","27","40","33",15,"14","57","29","15","54","31","7","64","29","15","62","23"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,3,"1",753,269,"2482.8","50","28","78","14","7",268,"50","38","12","41","51","8","46","48","5","42","47","11"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,3,"2",753,271,"2502.0","54","27","81","15","3",270,"66","27","7","62","32","6","61","33","6","0","0","0"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,4,"1",691,260,"2531.5","56","24","80","11","9",259,"47","45","8","54","37","9","42","53","5","51","43","6"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,4,"2",691,258,"2539.2","45","37","82","16","2",257,"61","31","8","50","44","6","51","43","6","0","0","0"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,5,"2",728,282,"2583.4","60","21","81","13","6",282,"64","25","11","55","38","7","52","41","6","0","0","0"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,5,"1",728,276,"2589.4","59","31","90","5","5",274,"61","31","8","64","30","6","42","53","5","63","35","2"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,6,"2",721,251,"2598.3","45","31","76","20","4",249,"50","41","9","48","47","5","44","49","7","0","0","0"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,6,"1",721,250,"2600.2","43","40","84","14","2",247,"51","43","6","48","46","7","38","60","2","49","50","1"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,7,"2",689,236,"2625.4","50","30","80","15","5",234,"58","30","11","50","44","6","55","42","3","0","0","0"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,7,"1",689,228,"2615.3","36","45","81","14","5",227,"52","39","9","49","42","9","35","62","3","44","52","4"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,8,"2",639,221,"2647.7","49","29","79","15","6",221,"57","35","8","52","42","5","47","47","6","0","0","0"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,8,"1",639,221,"2634.3","36","44","81","14","5",221,"53","41","6","48","42","10","37","60","3","52","44","5"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,11,"1",858,267,"2680.2","62","23","85","7","8",239,"72","24","4","66","27","7","45","48","7","65","31","3"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,11,"2",858,257,"2660.0","32","31","63","20","17",235,"50","31","19","33","47","20","34","56","10","0","0","0"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,13,"2",5079,1776,"","48","29","78","16","6",1748,"58","31","10","50","42","8","49","44","6","0","0","0"
"01","61143","0000000",,2015,80,"B",5932,5599,2080,13,"1",5079,1771,"","49","33","83","11","6",1735,"55","37","8","53","39","8","41","55","4","52","43","4"
"01","61143","0000000",,2015,90,"B",5932,5599,324,3,"1",753,36,"2352.1","0","20","20","14","66",35,"3","34","63","0","37","63","0","66","34","6","43","51"
"01","61143","0000000",,2015,90,"B",5932,5599,324,3,"2",753,36,"2377.0","3","19","22","33","44",36,"6","34","60","3","42","56","0","49","51","0","0","0"
"01","61143","0000000",,2015,90,"B",5932,5599,324,4,"2",691,43,"2428.4","2","21","23","33","44",43,"12","37","51","12","37","51","7","37","56","0","0","0"
"01","61143","0000000",,2015,90,"B",5932,5599,324,4,"1",691,43,"2397.3","7","14","21","10","69",42,"7","36","57","7","31","62","10","50","40","6","33","61"
"01","61143","0000000",,2015,90,"B",5932,5599,324,5,"1",728,39,"2445.6","5","26","31","26","44",39,"8","50","42","13","46","41","3","56","41","8","62","31"
"01","61143","0000000",,2015,90,"B",5932,5599,324,5,"2",728,39,"2449.8","8","8","16","34","50",38,"11","26","63","3","47","50","5","45","50","0","0","0"
"01","61143","0000000",,2015,90,"B",5932,5599,324,6,"2",721,46,"2434.3","2","7","9","36","56",45,"2","22","76","0","47","53","2","49","49","0","0","0"
"01","61143","0000000",,2015,90,"B",5932,5599,324,6,"1",721,43,"2459.4","0","24","24","20","56",41,"2","37","61","2","39","59","12","51","37","10","59","32"
"01","61143","0000000",,2015,90,"B",5932,5599,324,7,"1",689,41,"2445.9","2","12","15","12","73",41,"5","17","78","2","29","68","0","54","46","2","44","54"
"01","61143","0000000",,2015,90,"B",5932,5599,324,7,"2",689,41,"2447.5","2","5","7","32","61",41,"2","29","68","2","39","59","5","63","32","0","0","0"
"01","61143","0000000",,2015,90,"B",5932,5599,324,8,"2",639,37,"2522.7","8","11","19","38","43",37,"11","46","43","14","57","30","11","57","32","0","0","0"
"01","61143","0000000",,2015,90,"B",5932,5599,324,8,"1",639,37,"2525.3","5","27","32","32","35",37,"17","39","44","8","56","36","14","56","31","17","50","33"
"01","61143","0000000",,2015,90,"B",5932,5599,324,11,"1",858,32,"2502.5","8","19","27","15","58",26,"21","42","38","4","39","57","9","65","26","13","48","39"
"01","61143","0000000",,2015,90,"B",5932,5599,324,11,"2",858,34,"2489.6","0","11","11","26","63",27,"7","19","74","0","56","44","4","52","44","0","0","0"
"01","61143","0000000",,2015,90,"B",5932,5599,324,13,"2",5079,276,"","4","12","15","33","51",267,"7","31","62","5","46","49","5","50","45","0","0","0"
"01","61143","0000000",,2015,90,"B",5932,5599,324,13,"1",5079,271,"","4","20","24","18","57",261,"8","36","56","5","39","55","7","56","37","8","49","43"
"01","61143","0000000",,2015,91,"B",5932,5599,511,3,"1",753,59,"2356.2","0","12","12","34","54",59,"2","40","59","0","41","59","3","59","37","2","50","48"
"01","61143","0000000",,2015,91,"B",5932,5599,511,3,"2",753,59,"2383.7","0","33","33","24","43",58,"9","40","52","7","45","48","7","59","34","0","0","0"
"01","61143","0000000",,2015,91,"B",5932,5599,511,4,"2",691,65,"2420.2","5","11","16","38","47",64,"8","27","66","3","39","58","6","42","52","0","0","0"
"01","61143","0000000",,2015,91,"B",5932,5599,511,4,"1",691,65,"2392.5","6","12","18","18","63",65,"9","33","58","11","28","61","5","50","45","3","53","43"
"01","61143","0000000",,2015,91,"B",5932,5599,511,5,"2",728,59,"2440.3","5","10","15","29","56",59,"12","22","66","0","46","54","3","47","49","0","0","0"
"01","61143","0000000",,2015,91,"B",5932,5599,511,5,"1",728,55,"2448.6","5","20","25","27","47",55,"7","46","46","9","33","58","7","51","42","18","49","33"
"01","61143","0000000",,2015,91,"B",5932,5599,511,6,"1",721,65,"2487.6","6","22","29","38","33",63,"6","51","43","13","44","43","10","68","22","13","71","16"
"01","61143","0000000",,2015,91,"B",5932,5599,511,6,"2",721,66,"2480.2","8","11","18","37","45",65,"11","26","63","8","54","38","8","52","40","0","0","0"
"01","61143","0000000",,2015,91,"B",5932,5599,511,7,"2",689,69,"2472.9","3","16","19","22","59",68,"9","28","63","4","44","51","10","60","29","0","0","0"
"01","61143","0000000",,2015,91,"B",5932,5599,511,7,"1",689,68,"2457.7","0","13","13","24","63",67,"5","37","58","3","37","60","3","48","49","6","49","45"
"01","61143","0000000",,2015,91,"B",5932,5599,511,8,"1",639,52,"2512.0","4","19","23","40","38",48,"6","44","50","15","48","37","4","67","29","13","56","31"
"01","61143","0000000",,2015,91,"B",5932,5599,511,8,"2",639,52,"2523.1","14","20","33","25","41",51,"18","34","48","14","50","36","14","58","28","0","0","0"
"01","61143","0000000",,2015,91,"B",5932,5599,511,11,"2",858,69,"2497.7","4","11","15","20","65",54,"6","32","62","4","45","51","4","55","42","0","0","0"
"01","61143","0000000",,2015,91,"B",5932,5599,511,11,"1",858,70,"2510.0","8","22","29","22","49",51,"21","47","33","20","32","49","7","63","30","21","48","31"
"01","61143","0000000",,2015,91,"B",5932,5599,511,13,"1",5079,434,"","4","17","21","29","50",408,"8","42","50","9","38","53","6","57","37","10","54","35"
"01","61143","0000000",,2015,91,"B",5932,5599,511,13,"2",5079,439,"","5","16","21","28","51",419,"10","29","60","6","46","48","7","53","39","0","0","0"
"01","61143","0000000",,2015,92,"B",5932,5599,953,3,"2",753,127,"2403.3","7","25","32","30","38",127,"14","42","44","17","40","43","10","55","35","0","0","0"
"01","61143","0000000",,2015,92,"B",5932,5599,953,3,"1",753,126,"2380.6","10","13","22","34","44",125,"12","41","46","7","50","43","7","60","32","15","46","39"
"01","61143","0000000",,2015,92,"B",5932,5599,953,4,"1",691,103,"2410.5","9","12","20","28","51",103,"7","46","48","7","50","43","6","65","29","11","48","40"
"01","61143","0000000",,2015,92,"B",5932,5599,953,4,"2",691,103,"2441.4","8","18","26","42","32",103,"14","41","46","11","43","47","11","45","45","0","0","0"
"01","61143","0000000",,2015,92,"B",5932,5599,953,5,"2",728,113,"2474.2","12","15","27","32","41",112,"15","31","54","13","47","40","9","53","38","0","0","0"
"01","61143","0000000",,2015,92,"B",5932,5599,953,5,"1",728,112,"2472.8","14","26","40","22","38",112,"19","46","36","22","36","42","16","54","29","20","55","25"
"01","61143","0000000",,2015,92,"B",5932,5599,953,6,"1",721,109,"2504.1","11","28","39","28","33",109,"15","44","41","19","47","33","11","74","15","21","58","20"
"01","61143","0000000",,2015,92,"B",5932,5599,953,6,"2",721,109,"2498.6","12","21","33","28","39",109,"15","35","50","12","49","39","11","50","39","0","0","0"
"01","61143","0000000",,2015,92,"B",5932,5599,953,7,"2",689,128,"2497.0","8","13","21","36","43",127,"12","26","62","9","49","42","9","72","20","0","0","0"
"01","61143","0000000",,2015,92,"B",5932,5599,953,7,"1",689,127,"2494.9","6","22","28","23","49",126,"12","37","51","9","45","46","7","61","32","13","50","37"
"01","61143","0000000",,2015,92,"B",5932,5599,953,8,"1",639,112,"2519.7","6","23","30","33","37",111,"12","50","38","12","41","47","5","63","32","17","54","29"
"01","61143","0000000",,2015,92,"B",5932,5599,953,8,"2",639,112,"2524.0","11","19","29","29","42",112,"17","38","46","15","59","26","12","56","32","0","0","0"
"01","61143","0000000",,2015,92,"B",5932,5599,953,11,"2",858,110,"2500.7","3","13","16","23","60",91,"7","31","62","4","46","50","4","54","41","0","0","0"
"01","61143","0000000",,2015,92,"B",5932,5599,953,11,"1",858,110,"2535.9","13","24","37","29","34",83,"24","38","37","17","45","38","14","49","36","22","53","25"
"01","61143","0000000",,2015,92,"B",5932,5599,953,13,"1",5079,799,"","10","21","31","28","41",769,"14","43","43","13","45","42","9","61","29","17","52","31"
"01","61143","0000000",,2015,92,"B",5932,5599,953,13,"2",5079,802,"","9","18","27","32","42",781,"13","35","52","12","47","41","9","55","35","0","0","0"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,3,"2",753,186,"2456.3","34","31","65","15","19",185,"44","32","23","41","38","21","46","38","16","0","0","0"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,3,"1",753,185,"2444.7","37","23","60","16","23",184,"39","37","24","31","45","23","34","49","16","28","52","19"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,4,"1",691,164,"2498.2","35","34","69","13","18",164,"30","54","16","35","51","14","29","61","10","38","50","13"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,4,"2",691,165,"2510.1","32","37","70","21","10",164,"50","31","19","39","45","16","37","46","17","0","0","0"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,5,"2",728,164,"2541.3","38","22","60","24","16",164,"45","30","25","36","45","20","34","50","16","0","0","0"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,5,"1",728,163,"2539.5","37","31","68","15","17",163,"37","40","23","45","38","17","26","61","13","47","45","9"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,6,"1",721,187,"2554.5","23","42","65","22","13",186,"30","54","17","28","54","18","22","70","8","35","58","7"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,6,"2",721,187,"2543.1","25","26","51","26","22",187,"28","45","27","27","49","24","29","50","21","0","0","0"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,7,"2",689,150,"2567.6","35","17","52","25","23",150,"39","28","33","35","41","23","34","54","12","0","0","0"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,7,"1",689,146,"2555.3","21","35","56","19","25",144,"29","43","28","28","45","27","24","55","21","27","50","23"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,8,"1",639,157,"2596.5","20","47","67","22","11",157,"37","50","13","34","48","18","17","75","9","38","51","11"
"01","61143","0000000",,2015,93,"B",5932,5599,1339,8,"2",639,159,"2601.1","31","32","63","21","16",159,"37","43","19","36","50","14","30","57","14","0","0","0"
