"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"01","61143","6090286",,2015,200,"B",259,251,41,3,"1",95,17,"2357.6","6","18","24","24","53",17,"6","47","47","6","41","53","6","47","47","12","47","41"
"01","61143","6090286",,2015,200,"B",259,251,41,3,"2",95,17,"2368.8","6","18","24","24","53",17,"6","24","71","6","35","59","12","47","41","0","0","0"
"01","61143","6090286",,2015,200,"B",259,251,41,4,"1",82,13,"2371.4","0","15","15","15","69",13,"0","31","69","0","31","69","0","38","62","0","23","77"
"01","61143","6090286",,2015,200,"B",259,251,41,4,"2",82,13,"2407.3","8","8","15","15","69",13,"0","31","69","15","23","62","15","31","54","0","0","0"
"01","61143","6090286",,2015,200,"B",259,251,41,5,"2",82,11,"2439.6","9","9","18","9","73",11,"0","27","73","9","18","73","0","18","82","0","0","0"
"01","61143","6090286",,2015,200,"B",259,251,41,5,"1",82,11,"2442.1","9","18","27","9","64",11,"9","27","64","27","0","73","9","55","36","9","64","27"
"01","61143","6090286",,2015,200,"B",259,251,41,13,"2",259,41,"","7","12","20","17","63",41,"2","27","71","10","27","63","10","34","56","0","0","0"
"01","61143","6090286",,2015,200,"B",259,251,41,13,"1",259,41,"","5","17","22","17","61",41,"5","37","59","10","27","63","5","46","49","7","44","49"
"01","61143","6090286",,2015,202,"B",259,251,13,3,"1",95,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,202,"B",259,251,13,3,"2",95,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,202,"B",259,251,13,4,"2",82,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,202,"B",259,251,13,4,"1",82,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,202,"B",259,251,13,5,"1",82,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,202,"B",259,251,13,5,"2",82,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,202,"B",259,251,13,13,"2",259,13,"","23","31","54","31","15",13,"23","54","23","15","62","23","23","54","23","0","0","0"
"01","61143","6090286",,2015,202,"B",259,251,13,13,"1",259,11,"","18","18","36","18","45",11,"18","45","36","27","18","55","9","64","27","9","64","27"
"01","61143","6090286",,2015,203,"B",259,251,3,3,"2",95,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,203,"B",259,251,3,3,"1",95,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,203,"B",259,251,3,4,"1",82,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,203,"B",259,251,3,4,"2",82,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,203,"B",259,251,3,5,"2",82,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,203,"B",259,251,3,5,"1",82,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,203,"B",259,251,3,13,"1",259,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,203,"B",259,251,3,13,"2",259,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,204,"B",259,251,16,3,"2",95,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,204,"B",259,251,16,3,"1",95,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,204,"B",259,251,16,4,"1",82,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,204,"B",259,251,16,4,"2",82,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,204,"B",259,251,16,5,"2",82,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,204,"B",259,251,16,5,"1",82,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,204,"B",259,251,16,13,"1",259,15,"","0","7","7","20","73",15,"7","13","80","0","33","67","0","60","40","7","33","60"
"01","61143","6090286",,2015,204,"B",259,251,16,13,"2",259,16,"","0","6","6","38","56",16,"6","19","75","0","31","69","0","38","63","0","0","0"
"01","61143","6090286",,2015,206,"B",259,251,14,3,"1",95,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,206,"B",259,251,14,3,"2",95,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,206,"B",259,251,14,4,"2",82,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,206,"B",259,251,14,4,"1",82,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,206,"B",259,251,14,5,"1",82,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,206,"B",259,251,14,5,"2",82,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,206,"B",259,251,14,13,"2",259,14,"","21","29","50","29","21",14,"29","50","21","14","64","21","14","71","14","0","0","0"
"01","61143","6090286",,2015,206,"B",259,251,14,13,"1",259,13,"","31","31","62","15","23",13,"38","38","23","15","77","8","15","69","15","23","46","31"
"01","61143","6090286",,2015,207,"B",259,251,13,3,"2",95,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,207,"B",259,251,13,3,"1",95,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,207,"B",259,251,13,4,"1",82,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,207,"B",259,251,13,4,"2",82,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,207,"B",259,251,13,5,"2",82,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,207,"B",259,251,13,5,"1",82,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,207,"B",259,251,13,13,"1",259,13,"","23","15","38","23","38",13,"23","46","31","17","42","42","15","54","31","15","62","23"
"01","61143","6090286",,2015,207,"B",259,251,13,13,"2",259,13,"","8","15","23","23","54",13,"15","23","62","8","46","46","23","23","54","0","0","0"
"01","61143","6090286",,2015,220,"B",259,251,12,3,"1",95,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,220,"B",259,251,12,3,"2",95,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,220,"B",259,251,12,4,"2",82,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,220,"B",259,251,12,4,"1",82,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,220,"B",259,251,12,5,"1",82,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,220,"B",259,251,12,5,"2",82,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,220,"B",259,251,12,13,"2",259,12,"","8","17","25","58","17",12,"8","42","50","17","42","42","17","58","25","0","0","0"
"01","61143","6090286",,2015,220,"B",259,251,12,13,"1",259,12,"","17","8","25","25","50",12,"17","33","50","17","25","58","0","75","25","17","33","50"
"01","61143","6090286",,2015,222,"B",259,251,6,3,"1",95,2,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,222,"B",259,251,6,3,"2",95,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,222,"B",259,251,6,4,"2",82,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,222,"B",259,251,6,4,"1",82,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,222,"B",259,251,6,5,"1",82,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,222,"B",259,251,6,5,"2",82,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,222,"B",259,251,6,13,"2",259,6,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,222,"B",259,251,6,13,"1",259,6,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,223,"B",259,251,1,5,"2",82,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,223,"B",259,251,1,5,"1",82,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,223,"B",259,251,1,13,"1",259,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,223,"B",259,251,1,13,"2",259,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,224,"B",259,251,19,3,"2",95,13,"2458.8","38","31","69","8","23",13,"46","31","23","38","31","31","46","31","23","0","0","0"
"01","61143","6090286",,2015,224,"B",259,251,19,3,"1",95,13,"2449.5","42","17","58","17","25",12,"42","42","17","25","58","17","58","25","17","8","75","17"
"01","61143","6090286",,2015,224,"B",259,251,19,4,"1",82,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,224,"B",259,251,19,4,"2",82,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,224,"B",259,251,19,5,"2",82,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,224,"B",259,251,19,5,"1",82,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,224,"B",259,251,19,13,"1",259,18,"","35","18","53","24","24",17,"35","47","18","24","53","24","47","35","18","24","65","12"
"01","61143","6090286",,2015,224,"B",259,251,19,13,"2",259,19,"","37","26","63","16","21",19,"42","32","26","32","37","32","37","47","16","0","0","0"
"01","61143","6090286",,2015,226,"B",259,251,79,3,"2",95,27,"2532.3","74","15","89","11","0",27,"89","7","4","74","26","0","78","22","0","0","0","0"
"01","61143","6090286",,2015,226,"B",259,251,79,3,"1",95,27,"2504.9","63","26","89","7","4",27,"63","33","4","67","26","7","59","37","4","48","44","7"
"01","61143","6090286",,2015,226,"B",259,251,79,4,"1",82,29,"2558.6","69","14","83","14","3",29,"59","38","3","72","24","3","55","45","0","69","28","3"
"01","61143","6090286",,2015,226,"B",259,251,79,4,"2",82,29,"2545.9","41","48","90","7","3",29,"59","38","3","55","38","7","52","45","3","0","0","0"
"01","61143","6090286",,2015,226,"B",259,251,79,5,"2",82,23,"2594.9","61","35","96","0","4",23,"70","26","4","57","39","4","48","52","0","0","0","0"
"01","61143","6090286",,2015,226,"B",259,251,79,5,"1",82,22,"2604.9","73","23","95","5","0",22,"77","23","0","77","18","5","41","59","0","77","23","0"
"01","61143","6090286",,2015,226,"B",259,251,79,13,"1",259,78,"","68","21","88","9","3",78,"65","32","3","72","23","5","53","46","1","64","32","4"
"01","61143","6090286",,2015,226,"B",259,251,79,13,"2",259,79,"","58","33","91","6","3",79,"72","24","4","62","34","4","59","39","1","0","0","0"
"01","61143","6090286",,2015,227,"B",259,251,33,3,"1",95,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,227,"B",259,251,33,3,"2",95,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,227,"B",259,251,33,4,"2",82,15,"2521.2","40","33","73","27","0",15,"53","40","7","33","67","0","47","53","0","0","0","0"
"01","61143","6090286",,2015,227,"B",259,251,33,4,"1",82,15,"2527.9","40","40","80","20","0",15,"47","47","7","33","67","0","40","60","0","40","60","0"
"01","61143","6090286",,2015,227,"B",259,251,33,5,"1",82,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,227,"B",259,251,33,5,"2",82,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090286",,2015,227,"B",259,251,33,13,"2",259,33,"","39","42","82","15","3",33,"58","36","6","45","52","3","61","36","3","0","0","0"
"01","61143","6090286",,2015,227,"B",259,251,33,13,"1",259,33,"","42","36","79","12","9",33,"48","42","9","36","52","12","33","64","3","52","45","3"
"01","61143","6090294",,2015,1,"B",506,490,490,6,"2",176,171,"2503.4","14","22","36","28","36",171,"18","32","50","19","42","39","16","50","34","0","0","0"
"01","61143","6090294",,2015,1,"B",506,490,490,6,"1",176,170,"2507.7","11","32","43","25","32",169,"20","44","36","17","44","39","15","60","24","20","62","19"
"01","61143","6090294",,2015,1,"B",506,490,490,7,"1",177,168,"2522.7","17","27","43","16","40",166,"25","36","40","23","34","42","16","57","27","24","42","34"
"01","61143","6090294",,2015,1,"B",506,490,490,7,"2",177,168,"2545.3","27","15","42","26","32",168,"31","29","40","30","45","26","27","55","18","0","0","0"
"01","61143","6090294",,2015,1,"B",506,490,490,8,"2",153,147,"2596.8","32","23","55","25","20",147,"40","36","24","33","51","16","29","61","10","0","0","0"
"01","61143","6090294",,2015,1,"B",506,490,490,8,"1",153,147,"2570.6","20","27","47","33","20",147,"26","48","26","28","46","26","16","69","15","28","52","20"
"01","61143","6090294",,2015,1,"B",506,490,490,13,"1",506,485,"","16","28","44","24","31",482,"23","43","34","23","41","36","16","62","22","24","52","24"
"01","61143","6090294",,2015,1,"B",506,490,490,13,"2",506,486,"","24","20","44","26","30",486,"29","32","39","27","46","28","24","55","21","0","0","0"
"01","61143","6090294",,2015,3,"B",506,490,243,6,"2",176,84,"2510.7","19","21","40","23","37",84,"23","30","48","25","37","38","17","55","29","0","0","0"
"01","61143","6090294",,2015,3,"B",506,490,243,6,"1",176,83,"2497.0","11","27","38","22","40",82,"22","37","41","19","36","46","16","59","26","15","62","23"
"01","61143","6090294",,2015,3,"B",506,490,243,7,"1",177,86,"2496.0","12","22","34","15","51",86,"21","33","47","16","31","52","10","57","33","15","43","42"
"01","61143","6090294",,2015,3,"B",506,490,243,7,"2",177,86,"2542.9","27","15","42","24","34",86,"33","27","41","30","42","28","26","55","20","0","0","0"
"01","61143","6090294",,2015,3,"B",506,490,243,8,"2",153,72,"2598.1","32","18","50","31","19",72,"35","40","25","31","54","15","29","65","6","0","0","0"
"01","61143","6090294",,2015,3,"B",506,490,243,8,"1",153,72,"2554.5","15","24","39","35","26",72,"19","47","33","23","51","27","14","67","19","24","54","22"
"01","61143","6090294",,2015,3,"B",506,490,243,13,"1",506,241,"","13","24","37","23","40",240,"21","38","41","19","39","42","13","60","26","18","53","30"
"01","61143","6090294",,2015,3,"B",506,490,243,13,"2",506,242,"","26","18","44","26","31",242,"30","32","38","29","44","28","24","58","19","0","0","0"
"01","61143","6090294",,2015,4,"B",506,490,247,6,"1",176,87,"2517.8","11","37","48","28","24",87,"18","52","30","16","52","32","15","62","23","24","61","15"
"01","61143","6090294",,2015,4,"B",506,490,247,6,"2",176,87,"2496.3","9","22","31","33","36",87,"13","34","53","13","47","40","15","46","39","0","0","0"
"01","61143","6090294",,2015,4,"B",506,490,247,7,"2",177,82,"2547.8","27","16","43","27","30",82,"29","32","39","29","48","23","29","55","16","0","0","0"
"01","61143","6090294",,2015,4,"B",506,490,247,7,"1",177,82,"2551.4","23","31","54","18","29",80,"29","39","33","31","38","31","23","56","21","34","41","25"
"01","61143","6090294",,2015,4,"B",506,490,247,8,"1",153,75,"2586.0","25","29","55","32","13",75,"32","49","19","34","42","24","17","72","11","32","51","17"
"01","61143","6090294",,2015,4,"B",506,490,247,8,"2",153,75,"2595.5","32","28","60","20","20",75,"45","32","23","35","48","17","29","56","15","0","0","0"
"01","61143","6090294",,2015,4,"B",506,490,247,13,"2",506,244,"","22","22","44","27","29",244,"28","33","39","25","48","27","24","52","24","0","0","0"
"01","61143","6090294",,2015,4,"B",506,490,247,13,"1",506,244,"","19","33","52","26","22",242,"26","47","27","27","44","29","18","63","19","30","51","19"
"01","61143","6090294",,2015,6,"B",506,490,437,6,"2",176,143,"2517.8","17","24","41","29","30",143,"20","36","43","22","44","34","19","50","31","0","0","0"
"01","61143","6090294",,2015,6,"B",506,490,437,6,"1",176,142,"2523.3","13","37","50","27","23",141,"24","50","26","20","52","28","18","61","21","22","62","16"
"01","61143","6090294",,2015,6,"B",506,490,437,7,"1",177,151,"2538.2","19","30","48","17","34",149,"28","39","34","26","38","36","18","60","22","27","45","28"
"01","61143","6090294",,2015,6,"B",506,490,437,7,"2",177,151,"2560.5","30","17","47","26","26",151,"34","31","34","33","46","21","30","55","15","0","0","0"
"01","61143","6090294",,2015,6,"B",506,490,437,8,"2",153,141,"2602.5","33","24","57","25","18",141,"42","36","22","34","52","13","30","61","9","0","0","0"
"01","61143","6090294",,2015,6,"B",506,490,437,8,"1",153,141,"2574.5","21","28","49","33","18",141,"27","48","25","29","47","24","16","70","13","29","52","18"
"01","61143","6090294",,2015,6,"B",506,490,437,13,"1",506,434,"","18","31","49","26","25",431,"26","45","28","25","45","29","18","64","19","26","53","21"
"01","61143","6090294",,2015,6,"B",506,490,437,13,"2",506,435,"","27","22","49","27","25",435,"32","34","33","30","48","23","27","55","18","0","0","0"
"01","61143","6090294",,2015,7,"B",506,490,52,6,"1",176,19,"2578.9","37","42","79","11","11",19,"47","37","16","33","56","11","32","63","5","53","42","5"
"01","61143","6090294",,2015,7,"B",506,490,52,6,"2",176,20,"2570.4","35","35","70","20","10",20,"25","60","15","45","40","15","40","45","15","0","0","0"
"01","61143","6090294",,2015,7,"B",506,490,52,7,"2",177,13,"2636.5","54","38","92","0","8",13,"77","15","8","85","15","0","62","38","0","0","0","0"
"01","61143","6090294",,2015,7,"B",506,490,52,7,"1",177,13,"2596.2","38","38","77","8","15",13,"38","38","23","62","31","8","23","62","15","31","54","15"
"01","61143","6090294",,2015,7,"B",506,490,52,8,"1",153,19,"2584.5","11","53","63","32","5",19,"26","53","21","26","68","5","11","84","5","32","68","0"
"01","61143","6090294",,2015,7,"B",506,490,52,8,"2",153,19,"2623.5","37","21","58","37","5",19,"47","42","11","42","47","11","21","79","0","0","0","0"
"01","61143","6090294",,2015,7,"B",506,490,52,13,"2",506,52,"","40","31","71","21","8",52,"46","42","12","54","37","10","38","56","6","0","0","0"
"01","61143","6090294",,2015,7,"B",506,490,52,13,"1",506,51,"","27","45","73","18","10",51,"37","43","20","38","54","8","22","71","8","39","55","6"
"01","61143","6090294",,2015,8,"B",506,490,90,6,"2",176,30,"2511.1","13","13","27","53","20",30,"17","27","57","13","53","33","7","67","27","0","0","0"
"01","61143","6090294",,2015,8,"B",506,490,90,6,"1",176,30,"2517.0","3","33","37","53","10",30,"3","73","23","13","63","23","17","80","3","20","63","17"
"01","61143","6090294",,2015,8,"B",506,490,90,7,"1",177,30,"2507.9","3","30","33","30","37",30,"13","37","50","7","57","37","3","67","30","17","63","20"
"01","61143","6090294",,2015,8,"B",506,490,90,7,"2",177,30,"2515.6","7","17","23","40","37",30,"7","53","40","7","63","30","3","73","23","0","0","0"
"01","61143","6090294",,2015,8,"B",506,490,90,8,"2",153,30,"2585.1","20","23","43","40","17",30,"27","50","23","17","67","17","27","70","3","0","0","0"
"01","61143","6090294",,2015,8,"B",506,490,90,8,"1",153,30,"2547.2","10","13","23","60","17",30,"13","53","33","13","70","17","10","73","17","10","63","27"
"01","61143","6090294",,2015,8,"B",506,490,90,13,"1",506,90,"","6","26","31","48","21",90,"10","54","36","11","63","26","10","73","17","16","63","21"
"01","61143","6090294",,2015,8,"B",506,490,90,13,"2",506,90,"","13","18","31","44","24",90,"17","43","40","12","61","27","12","70","18","0","0","0"
"01","61143","6090294",,2015,31,"B",506,490,259,6,"1",176,94,"2472.3","4","23","28","26","47",94,"9","43","49","8","35","57","12","55","33","14","62","24"
"01","61143","6090294",,2015,31,"B",506,490,259,6,"2",176,94,"2461.5","6","15","21","27","52",94,"7","26","67","7","41","51","6","48","46","0","0","0"
"01","61143","6090294",,2015,31,"B",506,490,259,7,"2",177,85,"2494.3","14","7","21","31","48",85,"14","29","56","13","51","36","13","58","29","0","0","0"
"01","61143","6090294",,2015,31,"B",506,490,259,7,"1",177,85,"2474.3","5","23","27","13","60",84,"11","30","60","7","39","54","8","46","45","11","39","50"
"01","61143","6090294",,2015,31,"B",506,490,259,8,"1",153,78,"2524.5","6","18","24","44","32",78,"12","46","42","12","51","38","4","73","23","14","56","29"
"01","61143","6090294",,2015,31,"B",506,490,259,8,"2",153,78,"2547.4","14","21","35","33","32",78,"22","41","37","14","59","27","15","71","14","0","0","0"
"01","61143","6090294",,2015,31,"B",506,490,259,13,"2",506,257,"","11","14","25","30","45",257,"14","32","54","11","50","39","11","58","31","0","0","0"
"01","61143","6090294",,2015,31,"B",506,490,259,13,"1",506,257,"","5","21","27","27","46",256,"10","39","50","9","41","50","8","58","34","13","53","34"
"01","61143","6090294",,2015,74,"B",506,490,121,6,"2",176,37,"2450.7","5","11","16","24","59",37,"8","27","65","5","27","68","3","35","62","0","0","0"
"01","61143","6090294",,2015,74,"B",506,490,121,6,"1",176,37,"2459.4","5","19","24","27","49",37,"11","43","46","11","30","59","8","41","51","8","57","35"
"01","61143","6090294",,2015,74,"B",506,490,121,7,"1",177,41,"2483.3","5","23","28","20","53",40,"13","38","50","10","35","55","8","53","40","15","40","45"
"01","61143","6090294",,2015,74,"B",506,490,121,7,"2",177,41,"2495.8","7","5","12","51","37",41,"10","34","56","5","59","37","7","76","17","0","0","0"
"01","61143","6090294",,2015,74,"B",506,490,121,8,"2",153,42,"2524.8","10","21","31","26","43",42,"14","36","50","12","62","26","12","67","21","0","0","0"
"01","61143","6090294",,2015,74,"B",506,490,121,8,"1",153,42,"2512.2","7","12","19","45","36",42,"10","48","43","10","35","55","0","76","24","14","52","33"
"01","61143","6090294",,2015,74,"B",506,490,121,13,"1",506,120,"","6","18","24","31","45",119,"11","43","46","10","33","56","5","57","38","13","50","38"
"01","61143","6090294",,2015,74,"B",506,490,121,13,"2",506,120,"","8","13","20","34","46",120,"11","33","57","8","50","43","8","60","33","0","0","0"
"01","61143","6090294",,2015,75,"B",506,490,1,8,"2",153,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,75,"B",506,490,1,8,"1",153,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,75,"B",506,490,1,13,"1",506,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,75,"B",506,490,1,13,"2",506,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,76,"B",506,490,27,6,"2",176,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,76,"B",506,490,27,6,"1",176,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,76,"B",506,490,27,7,"1",177,8,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,76,"B",506,490,27,7,"2",177,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,76,"B",506,490,27,8,"2",153,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,76,"B",506,490,27,8,"1",153,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,76,"B",506,490,27,13,"1",506,27,"","15","23","38","46","15",26,"27","50","23","19","62","19","12","69","19","31","46","23"
"01","61143","6090294",,2015,76,"B",506,490,27,13,"2",506,27,"","33","15","48","26","26",27,"44","26","30","22","56","22","30","52","19","0","0","0"
"01","61143","6090294",,2015,77,"B",506,490,2,6,"1",176,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,77,"B",506,490,2,6,"2",176,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,77,"B",506,490,2,13,"2",506,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,77,"B",506,490,2,13,"1",506,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6090294",,2015,78,"B",506,490,187,6,"2",176,74,"2487.8","11","16","27","32","41",74,"11","28","61","15","41","45","12","53","35","0","0","0"
"01","61143","6090294",,2015,78,"B",506,490,187,6,"1",176,74,"2496.0","10","23","33","29","38",73,"12","41","47","14","40","46","12","64","23","21","59","21"
"01","61143","6090294",,2015,78,"B",506,490,187,7,"1",177,61,"2493.0","8","23","31","18","51",61,"13","33","54","13","36","51","10","54","36","13","52","34"
"01","61143","6090294",,2015,78,"B",506,490,187,7,"2",177,61,"2508.2","13","18","31","23","46",61,"18","33","49","20","43","38","15","61","25","0","0","0"
"01","61143","6090294",,2015,78,"B",506,490,187,8,"2",153,49,"2592.3","24","27","51","37","12",49,"33","49","18","27","57","16","18","78","4","0","0","0"
"01","61143","6090294",,2015,78,"B",506,490,187,8,"1",153,49,"2556.7","8","33","41","43","16",49,"12","59","29","18","67","14","10","78","12","16","65","18"
"01","61143","6090294",,2015,78,"B",506,490,187,13,"1",506,184,"","9","26","34","29","37",183,"13","43","44","15","46","39","11","64","25","17","58","25"
